ObjectId,IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall,Refdatum,NeuGenesen,AnzahlGenesen,IstErkrankungsbeginn,Altersgruppe2
1735001,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/15 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/15 00:00:00+00,0,2,0,Nicht übermittelt
1735002,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/16 00:00:00+00,0,2,0,Nicht übermittelt
1735003,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/01/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/11 00:00:00+00,0,1,1,Nicht übermittelt
1735004,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/20 00:00:00+00,0,1,1,Nicht übermittelt
1735005,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/20 00:00:00+00,0,1,0,Nicht übermittelt
1735006,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/21 00:00:00+00,0,2,0,Nicht übermittelt
1735007,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/01/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/23 00:00:00+00,0,1,0,Nicht übermittelt
1735008,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/24 00:00:00+00,0,2,0,Nicht übermittelt
1735009,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/26 00:00:00+00,0,2,0,Nicht übermittelt
1735010,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/01/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/27 00:00:00+00,0,2,0,Nicht übermittelt
1735011,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/01/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/28 00:00:00+00,0,1,0,Nicht übermittelt
1735012,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/01/30 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/30 00:00:00+00,0,3,0,Nicht übermittelt
1735013,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/02/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/02 00:00:00+00,0,2,0,Nicht übermittelt
1735014,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/05 00:00:00+00,0,1,0,Nicht übermittelt
1735015,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/29 00:00:00+00,0,1,1,Nicht übermittelt
1735016,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/06 00:00:00+00,0,1,0,Nicht übermittelt
1735017,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/29 00:00:00+00,0,1,1,Nicht übermittelt
1735018,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/07 00:00:00+00,0,1,0,Nicht übermittelt
1735019,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/02/12 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/12 00:00:00+00,0,2,0,Nicht übermittelt
1735020,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/12 00:00:00+00,0,1,1,Nicht übermittelt
1735021,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/11 00:00:00+00,0,1,1,Nicht übermittelt
1735022,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/19 00:00:00+00,0,1,0,Nicht übermittelt
1735023,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/15 00:00:00+00,0,1,1,Nicht übermittelt
1735024,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/20 00:00:00+00,0,1,0,Nicht übermittelt
1735025,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/20 00:00:00+00,0,1,1,Nicht übermittelt
1735026,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/02/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/25 00:00:00+00,0,3,0,Nicht übermittelt
1735027,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/26 00:00:00+00,0,1,0,Nicht übermittelt
1735028,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/02/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/27 00:00:00+00,0,2,0,Nicht übermittelt
1735029,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/02/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/27 00:00:00+00,0,1,1,Nicht übermittelt
1735030,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/02 00:00:00+00,0,1,0,Nicht übermittelt
1735031,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/03/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/06 00:00:00+00,0,2,0,Nicht übermittelt
1735032,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/05 00:00:00+00,0,1,1,Nicht übermittelt
1735033,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/03/09 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/09 00:00:00+00,0,2,0,Nicht übermittelt
1735034,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/06 00:00:00+00,0,1,1,Nicht übermittelt
1735035,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/11 00:00:00+00,0,1,0,Nicht übermittelt
1735036,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/03/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/13 00:00:00+00,0,2,0,Nicht übermittelt
1735037,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/13 00:00:00+00,0,1,1,Nicht übermittelt
1735038,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/11 00:00:00+00,0,1,1,Nicht übermittelt
1735039,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/14 00:00:00+00,0,1,0,Nicht übermittelt
1735040,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/15 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/15 00:00:00+00,0,1,0,Nicht übermittelt
1735041,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/14 00:00:00+00,0,1,1,Nicht übermittelt
1735042,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/03/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/17 00:00:00+00,0,2,0,Nicht übermittelt
1735043,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/03/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/18 00:00:00+00,0,2,0,Nicht übermittelt
1735044,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/15 00:00:00+00,0,1,1,Nicht übermittelt
1735045,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/20 00:00:00+00,0,1,0,Nicht übermittelt
1735046,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/21 00:00:00+00,0,1,0,Nicht übermittelt
1735047,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/23 00:00:00+00,0,1,0,Nicht übermittelt
1735048,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/26 00:00:00+00,0,1,0,Nicht übermittelt
1735049,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/24 00:00:00+00,0,1,1,Nicht übermittelt
1735050,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/27 00:00:00+00,0,1,1,Nicht übermittelt
1735051,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/28 00:00:00+00,0,1,0,Nicht übermittelt
1735052,12,Brandenburg,SK Cottbus,A05-A14,M,5,0,2021/04/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/01 00:00:00+00,0,5,0,Nicht übermittelt
1735053,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/04/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/02 00:00:00+00,0,3,0,Nicht übermittelt
1735054,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/03 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/03 00:00:00+00,0,2,0,Nicht übermittelt
1735055,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/04/04 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/04 00:00:00+00,0,3,0,Nicht übermittelt
1735056,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/05 00:00:00+00,0,2,0,Nicht übermittelt
1735057,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/06 00:00:00+00,0,1,0,Nicht übermittelt
1735058,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/08 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/08 00:00:00+00,0,2,0,Nicht übermittelt
1735059,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/10 00:00:00+00,0,2,0,Nicht übermittelt
1735060,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/12 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/11 00:00:00+00,0,1,1,Nicht übermittelt
1735061,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/14 00:00:00+00,0,2,0,Nicht übermittelt
1735062,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/04/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/16 00:00:00+00,0,3,0,Nicht übermittelt
1735063,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/04/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/17 00:00:00+00,0,3,0,Nicht übermittelt
1735064,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/18 00:00:00+00,0,1,0,Nicht übermittelt
1735065,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/17 00:00:00+00,0,1,1,Nicht übermittelt
1735067,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/19 00:00:00+00,0,2,0,Nicht übermittelt
1735068,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/16 00:00:00+00,0,1,1,Nicht übermittelt
1735069,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/18 00:00:00+00,0,1,1,Nicht übermittelt
1735070,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/20 00:00:00+00,0,2,0,Nicht übermittelt
1735071,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/18 00:00:00+00,0,1,1,Nicht übermittelt
1735072,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/21 00:00:00+00,0,2,0,Nicht übermittelt
1735073,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/20 00:00:00+00,0,1,1,Nicht übermittelt
1735074,12,Brandenburg,SK Cottbus,A05-A14,M,5,0,2021/04/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/22 00:00:00+00,0,5,0,Nicht übermittelt
1735075,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/04/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/23 00:00:00+00,0,3,0,Nicht übermittelt
1735076,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/24 00:00:00+00,0,1,0,Nicht übermittelt
1735077,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/22 00:00:00+00,0,1,1,Nicht übermittelt
1735078,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/27 00:00:00+00,0,2,0,Nicht übermittelt
1735079,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/28 00:00:00+00,0,1,0,Nicht übermittelt
1735080,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/04/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/29 00:00:00+00,0,1,0,Nicht übermittelt
1735081,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/04/30 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/30 00:00:00+00,0,2,0,Nicht übermittelt
1735082,12,Brandenburg,SK Cottbus,A05-A14,M,3,0,2021/05/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/01 00:00:00+00,0,3,0,Nicht übermittelt
1735083,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/05/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/02 00:00:00+00,0,2,0,Nicht übermittelt
1735084,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/04 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/29 00:00:00+00,0,1,1,Nicht übermittelt
1735085,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/01 00:00:00+00,0,1,1,Nicht übermittelt
1735086,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/03 00:00:00+00,0,1,1,Nicht übermittelt
1735087,12,Brandenburg,SK Cottbus,A05-A14,M,5,0,2021/05/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/07 00:00:00+00,0,5,0,Nicht übermittelt
1735088,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/08 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/08 00:00:00+00,0,1,0,Nicht übermittelt
1735089,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/09 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/09 00:00:00+00,0,1,0,Nicht übermittelt
1735090,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/10 00:00:00+00,0,1,0,Nicht übermittelt
1735091,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/09 00:00:00+00,0,1,1,Nicht übermittelt
1735094,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/11 00:00:00+00,0,1,0,Nicht übermittelt
1735095,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/05/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/13 00:00:00+00,0,2,0,Nicht übermittelt
1735096,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/16 00:00:00+00,0,1,1,Nicht übermittelt
1735097,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/05/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/17 00:00:00+00,0,2,0,Nicht übermittelt
1735098,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/14 00:00:00+00,0,1,1,Nicht übermittelt
1735099,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/05/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/20 00:00:00+00,0,2,0,Nicht übermittelt
1735100,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/23 00:00:00+00,0,1,0,Nicht übermittelt
1735101,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/05/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/24 00:00:00+00,0,1,0,Nicht übermittelt
1735102,12,Brandenburg,SK Cottbus,A05-A14,M,2,0,2021/05/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/05/27 00:00:00+00,0,2,0,Nicht übermittelt
1735103,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/06/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/06/09 00:00:00+00,0,1,1,Nicht übermittelt
1735104,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/07/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/07/10 00:00:00+00,-9,0,0,Nicht übermittelt
1735105,12,Brandenburg,SK Cottbus,A05-A14,M,1,0,2021/07/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/07/14 00:00:00+00,-9,0,0,Nicht übermittelt
1735106,12,Brandenburg,SK Cottbus,A05-A14,unbekannt,1,0,2021/04/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/05 00:00:00+00,0,1,0,Nicht übermittelt
1735107,12,Brandenburg,SK Cottbus,A05-A14,unbekannt,1,0,2021/04/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/04/29 00:00:00+00,0,1,0,Nicht übermittelt
1735108,12,Brandenburg,SK Cottbus,A05-A14,W,2,0,2020/07/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/07/22 00:00:00+00,0,2,0,Nicht übermittelt
1735109,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/10/09 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/09 00:00:00+00,0,1,0,Nicht übermittelt
1735110,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/10/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/14 00:00:00+00,0,1,1,Nicht übermittelt
1735111,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/10/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/20 00:00:00+00,0,1,0,Nicht übermittelt
1735112,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/10/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/21 00:00:00+00,0,1,0,Nicht übermittelt
1735113,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/10/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/27 00:00:00+00,0,1,0,Nicht übermittelt
1735114,12,Brandenburg,SK Cottbus,A05-A14,W,2,0,2020/10/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/31 00:00:00+00,0,2,0,Nicht übermittelt
1735115,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/02 00:00:00+00,0,1,0,Nicht übermittelt
1735116,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/10 00:00:00+00,0,1,0,Nicht übermittelt
1735117,12,Brandenburg,SK Cottbus,A05-A14,W,2,0,2020/11/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/01 00:00:00+00,0,2,1,Nicht übermittelt
1735118,12,Brandenburg,SK Cottbus,A05-A14,W,8,0,2020/11/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/14 00:00:00+00,0,8,0,Nicht übermittelt
1735119,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/03 00:00:00+00,0,1,1,Nicht übermittelt
1735120,12,Brandenburg,SK Cottbus,A05-A14,W,4,0,2020/11/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/17 00:00:00+00,0,4,0,Nicht übermittelt
1735121,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/01 00:00:00+00,0,1,1,Nicht übermittelt
1735122,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/07 00:00:00+00,0,1,1,Nicht übermittelt
1735123,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/08 00:00:00+00,0,1,1,Nicht übermittelt
1735124,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/21 00:00:00+00,0,1,0,Nicht übermittelt
1735125,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/10/31 00:00:00+00,0,1,1,Nicht übermittelt
1735126,12,Brandenburg,SK Cottbus,A05-A14,W,2,0,2020/11/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/10 00:00:00+00,0,2,1,Nicht übermittelt
1735127,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/11 00:00:00+00,0,1,1,Nicht übermittelt
1735128,12,Brandenburg,SK Cottbus,A05-A14,W,3,0,2020/11/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/23 00:00:00+00,0,3,0,Nicht übermittelt
1735129,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/11/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/24 00:00:00+00,0,1,0,Nicht übermittelt
1735130,12,Brandenburg,SK Cottbus,A05-A14,W,2,0,2020/11/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/26 00:00:00+00,0,2,0,Nicht übermittelt
1735131,12,Brandenburg,SK Cottbus,A05-A14,W,3,0,2020/11/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/27 00:00:00+00,0,3,0,Nicht übermittelt
1735132,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/12/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/11 00:00:00+00,0,1,1,Nicht übermittelt
1735133,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/12/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/12/01 00:00:00+00,0,1,0,Nicht übermittelt
1735134,12,Brandenburg,SK Cottbus,A05-A14,W,1,0,2020/12/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/11/12 00:00:00+00,0,1,1,Nicht übermittelt
