ObjectId,IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall,Refdatum,NeuGenesen,AnzahlGenesen,IstErkrankungsbeginn,Altersgruppe2
1736633,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/15 00:00:00+00,0,1,1,Nicht übermittelt
1737005,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/17 00:00:00+00,0,2,0,Nicht übermittelt
1737006,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/12/27 00:00:00+00,0,1,1,Nicht übermittelt
1737007,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/10 00:00:00+00,0,1,1,Nicht übermittelt
1737008,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/19 00:00:00+00,0,1,0,Nicht übermittelt
1737009,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/02 00:00:00+00,0,1,1,Nicht übermittelt
1737010,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/18 00:00:00+00,0,1,1,Nicht übermittelt
1737011,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/20 00:00:00+00,0,1,1,Nicht übermittelt
1737012,12,Brandenburg,SK Cottbus,A15-A34,M,5,0,2021/01/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/20 00:00:00+00,0,5,0,Nicht übermittelt
1737013,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/08 00:00:00+00,0,1,1,Nicht übermittelt
1737014,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/15 00:00:00+00,0,1,1,Nicht übermittelt
1737015,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/16 00:00:00+00,0,2,1,Nicht übermittelt
1737016,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/18 00:00:00+00,0,1,1,Nicht übermittelt
1737017,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/21 00:00:00+00,0,1,1,Nicht übermittelt
1737018,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/21 00:00:00+00,0,2,0,Nicht übermittelt
1737019,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/16 00:00:00+00,0,1,1,Nicht übermittelt
1737020,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/17 00:00:00+00,0,1,1,Nicht übermittelt
1737021,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/22 00:00:00+00,0,1,0,Nicht übermittelt
1737022,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/10 00:00:00+00,0,1,1,Nicht übermittelt
1737023,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/21 00:00:00+00,0,1,1,Nicht übermittelt
1737024,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/22 00:00:00+00,0,1,1,Nicht übermittelt
1737025,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/23 00:00:00+00,0,2,0,Nicht übermittelt
1737026,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/21 00:00:00+00,0,1,1,Nicht übermittelt
1737027,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/24 00:00:00+00,0,2,0,Nicht übermittelt
1737028,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/25 00:00:00+00,0,1,1,Nicht übermittelt
1737029,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/14 00:00:00+00,0,1,1,Nicht übermittelt
1737030,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/01/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/26 00:00:00+00,0,3,0,Nicht übermittelt
1737031,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2020/12/21 00:00:00+00,0,1,1,Nicht übermittelt
1737032,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/01/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/27 00:00:00+00,0,3,0,Nicht übermittelt
1737033,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/23 00:00:00+00,0,1,1,Nicht übermittelt
1737034,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/28 00:00:00+00,0,1,0,Nicht übermittelt
1737035,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/20 00:00:00+00,0,1,1,Nicht übermittelt
1737036,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/01/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/23 00:00:00+00,0,2,1,Nicht übermittelt
1737037,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/29 00:00:00+00,0,1,0,Nicht übermittelt
1737038,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/30 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/30 00:00:00+00,0,1,0,Nicht übermittelt
1737039,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/26 00:00:00+00,0,1,1,Nicht übermittelt
1737040,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/29 00:00:00+00,0,1,1,Nicht übermittelt
1737041,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/01/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/31 00:00:00+00,0,1,0,Nicht übermittelt
1737042,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/26 00:00:00+00,0,1,1,Nicht übermittelt
1737043,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/30 00:00:00+00,0,1,1,Nicht übermittelt
1737044,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/25 00:00:00+00,0,1,1,Nicht übermittelt
1737045,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/28 00:00:00+00,0,1,1,Nicht übermittelt
1737046,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/01/29 00:00:00+00,0,1,1,Nicht übermittelt
1737047,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/02 00:00:00+00,0,1,0,Nicht übermittelt
1737048,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/02 00:00:00+00,0,1,1,Nicht übermittelt
1737049,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/05 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/03 00:00:00+00,0,1,1,Nicht übermittelt
1737050,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/02 00:00:00+00,0,1,1,Nicht übermittelt
1737051,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/03 00:00:00+00,0,1,1,Nicht übermittelt
1737052,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/08 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/08 00:00:00+00,0,1,1,Nicht übermittelt
1737053,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/08 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/08 00:00:00+00,0,1,0,Nicht übermittelt
1737054,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/09 00:00:00+00,0,1,1,Nicht übermittelt
1737055,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/10 00:00:00+00,0,1,1,Nicht übermittelt
1737056,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/11 00:00:00+00,0,1,0,Nicht übermittelt
1737057,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/12 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/08 00:00:00+00,0,1,1,Nicht übermittelt
1737058,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/12 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/12 00:00:00+00,0,1,0,Nicht übermittelt
1737059,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/10 00:00:00+00,0,1,1,Nicht übermittelt
1737060,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/13 00:00:00+00,0,1,1,Nicht übermittelt
1737061,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/02/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/14 00:00:00+00,0,2,0,Nicht übermittelt
1737062,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/15 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/15 00:00:00+00,0,1,0,Nicht übermittelt
1737063,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/06 00:00:00+00,0,1,1,Nicht übermittelt
1737064,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/15 00:00:00+00,0,1,1,Nicht übermittelt
1737065,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/16 00:00:00+00,0,1,1,Nicht übermittelt
1737066,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/17 00:00:00+00,0,1,1,Nicht übermittelt
1737067,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/21 00:00:00+00,0,1,0,Nicht übermittelt
1737068,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/10 00:00:00+00,0,1,1,Nicht übermittelt
1737069,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/19 00:00:00+00,0,1,1,Nicht übermittelt
1737070,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/20 00:00:00+00,0,1,1,Nicht übermittelt
1737071,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/19 00:00:00+00,0,1,1,Nicht übermittelt
1737072,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/22 00:00:00+00,0,1,1,Nicht übermittelt
1737073,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/02/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/27 00:00:00+00,0,1,0,Nicht übermittelt
1737074,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/26 00:00:00+00,0,1,1,Nicht übermittelt
1737075,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/01 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/01 00:00:00+00,0,1,0,Nicht übermittelt
1737076,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/26 00:00:00+00,0,1,1,Nicht übermittelt
1737077,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/28 00:00:00+00,0,1,1,Nicht übermittelt
1737078,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/02 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/02 00:00:00+00,0,1,0,Nicht übermittelt
1737079,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/03 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/02/27 00:00:00+00,0,2,1,Nicht übermittelt
1737080,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/03 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/03 00:00:00+00,0,2,0,Nicht übermittelt
1737081,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/04 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/03 00:00:00+00,0,1,1,Nicht übermittelt
1737082,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/04 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/04 00:00:00+00,0,1,0,Nicht übermittelt
1737083,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/02 00:00:00+00,0,1,1,Nicht übermittelt
1737084,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/06 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/06 00:00:00+00,0,2,0,Nicht übermittelt
1737085,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/07 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/03 00:00:00+00,0,1,1,Nicht übermittelt
1737086,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/09 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/05 00:00:00+00,0,1,1,Nicht übermittelt
1737087,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/09 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/07 00:00:00+00,0,1,1,Nicht übermittelt
1737088,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/06 00:00:00+00,0,1,1,Nicht übermittelt
1737089,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/08 00:00:00+00,0,1,1,Nicht übermittelt
1737090,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/10 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/10 00:00:00+00,0,1,1,Nicht übermittelt
1737091,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/07 00:00:00+00,0,1,1,Nicht übermittelt
1737092,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/08 00:00:00+00,0,1,1,Nicht übermittelt
1737093,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/09 00:00:00+00,0,1,1,Nicht übermittelt
1737094,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/11 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/11 00:00:00+00,0,1,0,Nicht übermittelt
1737095,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/12 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/09 00:00:00+00,0,1,1,Nicht übermittelt
1737096,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/08 00:00:00+00,0,1,1,Nicht übermittelt
1737097,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/10 00:00:00+00,0,1,1,Nicht übermittelt
1737098,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/13 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/13 00:00:00+00,0,1,0,Nicht übermittelt
1737099,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/11 00:00:00+00,0,1,1,Nicht übermittelt
1737100,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/14 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/12 00:00:00+00,0,1,1,Nicht übermittelt
1737101,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/15 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/12 00:00:00+00,0,1,1,Nicht übermittelt
1737102,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/13 00:00:00+00,0,1,1,Nicht übermittelt
1737103,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/16 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/15 00:00:00+00,0,1,1,Nicht übermittelt
1737104,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/09 00:00:00+00,0,1,1,Nicht übermittelt
1737105,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/03/17 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/17 00:00:00+00,0,3,0,Nicht übermittelt
1737106,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/04 00:00:00+00,0,1,1,Nicht übermittelt
1737107,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/15 00:00:00+00,0,2,1,Nicht übermittelt
1737108,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/03/18 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/18 00:00:00+00,0,3,0,Nicht übermittelt
1737109,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/12 00:00:00+00,0,1,1,Nicht übermittelt
1737110,12,Brandenburg,SK Cottbus,A15-A34,M,4,0,2021/03/19 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/19 00:00:00+00,0,4,0,Nicht übermittelt
1737111,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/17 00:00:00+00,0,1,1,Nicht übermittelt
1737112,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/18 00:00:00+00,0,1,1,Nicht übermittelt
1737113,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/03/20 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/20 00:00:00+00,0,3,0,Nicht übermittelt
1737114,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/17 00:00:00+00,0,1,1,Nicht übermittelt
1737115,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/19 00:00:00+00,0,1,1,Nicht übermittelt
1737116,12,Brandenburg,SK Cottbus,A15-A34,M,3,0,2021/03/21 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/21 00:00:00+00,0,3,0,Nicht übermittelt
1737117,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/22 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/22 00:00:00+00,0,1,0,Nicht übermittelt
1737118,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/18 00:00:00+00,0,1,1,Nicht übermittelt
1737119,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/23 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/19 00:00:00+00,0,1,1,Nicht übermittelt
1737120,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/24 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/22 00:00:00+00,0,2,1,Nicht übermittelt
1737121,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/18 00:00:00+00,0,1,1,Nicht übermittelt
1737122,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/20 00:00:00+00,0,1,1,Nicht übermittelt
1737123,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/25 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/25 00:00:00+00,0,1,0,Nicht übermittelt
1737124,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/22 00:00:00+00,0,2,1,Nicht übermittelt
1737125,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/23 00:00:00+00,0,1,1,Nicht übermittelt
1737126,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/26 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/26 00:00:00+00,0,1,0,Nicht übermittelt
1737127,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/27 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/27 00:00:00+00,0,1,0,Nicht übermittelt
1737128,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/24 00:00:00+00,0,1,1,Nicht übermittelt
1737129,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/26 00:00:00+00,0,1,1,Nicht übermittelt
1737130,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/28 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/28 00:00:00+00,0,2,0,Nicht übermittelt
1737131,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/29 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/29 00:00:00+00,0,2,0,Nicht übermittelt
1737132,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/27 00:00:00+00,0,1,1,Nicht übermittelt
1737133,12,Brandenburg,SK Cottbus,A15-A34,M,2,0,2021/03/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/28 00:00:00+00,0,2,1,Nicht übermittelt
1737134,12,Brandenburg,SK Cottbus,A15-A34,M,1,0,2021/03/31 00:00:00+00,12052,"17.07.2021, 00:00 Uhr",0,-9,2021/03/29 00:00:00+00,0,1,1,Nicht übermittelt
